pl_name,hostname,disc_year,soltype,pl_orbper,sy_dist,disc_facility
Kepler-1215 b,Kepler-1215,2016,Published Confirmed,4.76704451,661.022,Kepler
Kepler-1216 b,Kepler-1216,2016,Published Confirmed,4.37034536,1258.36,Kepler
Kepler-1216 b,Kepler-1216,2016,Published Confirmed,,1258.36,Kepler
Kepler-1216 b,Kepler-1216,2016,Published Confirmed,4.37061307,1258.36,Kepler
Kepler-1216 b,Kepler-1216,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.37033233,1258.36,Kepler
Kepler-1216 b,Kepler-1216,2016,Kepler Project Candidate (q1_q17_dr24_koi),4.37034536,1258.36,Kepler
Kepler-1216 b,Kepler-1216,2016,Kepler Project Candidate (q1_q17_dr25_koi),4.37033233,1258.36,Kepler
Kepler-1216 b,Kepler-1216,2016,Kepler Project Candidate (q1_q12_koi),4.37034536,1258.36,Kepler
Kepler-1216 b,Kepler-1216,2016,Kepler Project Candidate (q1_q8_koi),4.370381,1258.36,Kepler
Kepler-1216 b,Kepler-1216,2016,Kepler Project Candidate (q1_q16_koi),4.37034536,1258.36,Kepler
Kepler-1217 b,Kepler-1217,2016,Kepler Project Candidate (q1_q17_dr25_koi),2.03231907,1347.71,Kepler
Kepler-1217 b,Kepler-1217,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),2.03231907,1347.71,Kepler
Kepler-1217 b,Kepler-1217,2016,Kepler Project Candidate (q1_q12_koi),2.03232507,1347.71,Kepler
Kepler-1217 b,Kepler-1217,2016,Published Confirmed,2.03231664,1347.71,Kepler
Kepler-1217 b,Kepler-1217,2016,Published Confirmed,,1347.71,Kepler
Kepler-1217 b,Kepler-1217,2016,Kepler Project Candidate (q1_q16_koi),2.03232507,1347.71,Kepler
Kepler-1217 b,Kepler-1217,2016,Kepler Project Candidate (q1_q8_koi),2.032324,1347.71,Kepler
Kepler-1217 b,Kepler-1217,2016,Published Confirmed,2.03232507,1347.71,Kepler
Kepler-1217 b,Kepler-1217,2016,Kepler Project Candidate (q1_q17_dr24_koi),2.03232507,1347.71,Kepler
Kepler-1218 b,Kepler-1218,2016,Kepler Project Candidate (q1_q17_dr24_koi),22.9221266,840.503,Kepler
Kepler-1218 b,Kepler-1218,2016,Kepler Project Candidate (q1_q8_koi),22.92272,840.503,Kepler
Kepler-1218 b,Kepler-1218,2016,Published Confirmed,22.92295825,840.503,Kepler
Kepler-1218 b,Kepler-1218,2016,Published Confirmed,22.92213644,840.503,Kepler
Kepler-1218 b,Kepler-1218,2016,Kepler Project Candidate (q1_q12_koi),22.9221266,840.503,Kepler
Kepler-1218 b,Kepler-1218,2016,Kepler Project Candidate (q1_q17_dr25_koi),22.9221181,840.503,Kepler
Kepler-1218 b,Kepler-1218,2016,Published Confirmed,,840.503,Kepler
Kepler-1218 b,Kepler-1218,2016,Published Confirmed,22.9221266,840.503,Kepler
Kepler-1218 b,Kepler-1218,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),22.9221181,840.503,Kepler
Kepler-1218 b,Kepler-1218,2016,Kepler Project Candidate (q1_q16_koi),22.9221266,840.503,Kepler
Kepler-1219 b,Kepler-1219,2016,Published Confirmed,16.10467749,880.895,Kepler
Kepler-1219 b,Kepler-1219,2016,Published Confirmed,,880.895,Kepler
Kepler-1219 b,Kepler-1219,2016,Published Confirmed,16.1051008,880.895,Kepler
Kepler-1219 b,Kepler-1219,2016,Kepler Project Candidate (q1_q17_dr25_koi),16.10474503,880.895,Kepler
Kepler-1219 b,Kepler-1219,2016,Published Confirmed,16.10438325,880.895,Kepler
Kepler-1219 b,Kepler-1219,2016,Kepler Project Candidate (q1_q16_koi),16.10467749,880.895,Kepler
Kepler-1219 b,Kepler-1219,2016,Kepler Project Candidate (q1_q8_koi),16.10519,880.895,Kepler
Kepler-1219 b,Kepler-1219,2016,Kepler Project Candidate (q1_q12_koi),16.10467749,880.895,Kepler
Kepler-1219 b,Kepler-1219,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.10474503,880.895,Kepler
Kepler-1219 b,Kepler-1219,2016,Kepler Project Candidate (q1_q17_dr24_koi),16.10467749,880.895,Kepler
Kepler-122 b,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),5.76616557,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Kepler Project Candidate (q1_q8_koi),5.766148,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Published Confirmed,,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Published Confirmed,5.76616658,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr24_koi),5.76616658,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Kepler Project Candidate (q1_q16_koi),5.76616658,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Kepler Project Candidate (q1_q12_koi),5.76616658,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Published Confirmed,5.766193,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_koi),5.76616557,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Published Confirmed,5.76617305,1027.45,Kepler
Kepler-122 b,Kepler-122,2014,Published Confirmed,5.76629009,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Kepler Project Candidate (q1_q8_koi),12.466071,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Published Confirmed,,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Kepler Project Candidate (q1_q16_koi),12.46599556,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Published Confirmed,12.46599556,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),12.46600444,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Kepler Project Candidate (q1_q12_koi),12.46599556,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Published Confirmed,12.46600439,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr24_koi),12.46599556,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Published Confirmed,12.465988,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Published Confirmed,12.46606378,1027.45,Kepler
Kepler-122 c,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_koi),12.46600444,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Published Confirmed,21.58704822,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr24_koi),21.5878875,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Published Confirmed,21.58622462,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Published Confirmed,21.5878875,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Published Confirmed,21.587475,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Published Confirmed,,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),21.58752788,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Kepler Project Candidate (q1_q12_koi),21.5878875,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Kepler Project Candidate (q1_q8_koi),21.58738,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Kepler Project Candidate (q1_q16_koi),21.5878875,1027.45,Kepler
Kepler-122 d,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_koi),21.58752788,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_koi),37.9962369,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Published Confirmed,38.0,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Kepler Project Candidate (q1_q16_koi),37.9963981,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Published Confirmed,37.99461932,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Kepler Project Candidate (q1_q12_koi),37.9963981,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Published Confirmed,,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr24_koi),37.9963981,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Kepler Project Candidate (q1_q8_koi),37.99441,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),37.9962369,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Published Confirmed,37.993273,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Published Confirmed,37.99487832,1027.45,Kepler
Kepler-122 e,Kepler-122,2014,Published Confirmed,37.9963981,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Published Confirmed,,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Kepler Project Candidate (q1_q8_koi),56.25696,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Published Confirmed,56.268,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Published Confirmed,56.26038914,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr24_koi),56.2587885,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Published Confirmed,56.2587885,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Kepler Project Candidate (q1_q12_koi),56.2587885,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),56.2590881,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Kepler Project Candidate (q1_q17_dr25_koi),56.2590881,1027.45,Kepler
Kepler-122 f,Kepler-122,2014,Kepler Project Candidate (q1_q16_koi),56.2587885,1027.45,Kepler
Kepler-1220 b,Kepler-1220,2016,Kepler Project Candidate (q1_q17_dr24_koi),7.42693741,961.907,Kepler
Kepler-1220 b,Kepler-1220,2016,Published Confirmed,7.42693741,961.907,Kepler
Kepler-1220 b,Kepler-1220,2016,Kepler Project Candidate (q1_q8_koi),7.42716,961.907,Kepler
Kepler-1220 b,Kepler-1220,2016,Kepler Project Candidate (q1_q17_dr25_koi),7.42697378,961.907,Kepler
Kepler-1220 b,Kepler-1220,2016,Kepler Project Candidate (q1_q12_koi),7.42693741,961.907,Kepler
Kepler-1220 b,Kepler-1220,2016,Published Confirmed,7.42690084,961.907,Kepler
Kepler-1220 b,Kepler-1220,2016,Kepler Project Candidate (q1_q16_koi),7.42693741,961.907,Kepler
Kepler-1220 b,Kepler-1220,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),7.42697378,961.907,Kepler
Kepler-1220 b,Kepler-1220,2016,Published Confirmed,,961.907,Kepler
Kepler-1221 b,Kepler-1221,2016,Kepler Project Candidate (q1_q8_koi),12.00095,913.65,Kepler
Kepler-1221 b,Kepler-1221,2016,Published Confirmed,12.00100299,913.65,Kepler
Kepler-1221 b,Kepler-1221,2016,Published Confirmed,12.00100172,913.65,Kepler
Kepler-1221 b,Kepler-1221,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),12.00089667,913.65,Kepler
Kepler-1221 b,Kepler-1221,2016,Kepler Project Candidate (q1_q17_dr25_koi),12.00089667,913.65,Kepler
Kepler-1221 b,Kepler-1221,2016,Kepler Project Candidate (q1_q16_koi),12.00096042,913.65,Kepler
Kepler-1221 b,Kepler-1221,2016,Kepler Project Candidate (q1_q17_dr24_koi),12.00096042,913.65,Kepler
Kepler-1221 b,Kepler-1221,2016,Kepler Project Candidate (q1_q12_koi),12.00096042,913.65,Kepler
Kepler-1221 b,Kepler-1221,2016,Published Confirmed,12.00096042,913.65,Kepler
Kepler-1222 b,Kepler-1222,2016,Kepler Project Candidate (q1_q12_koi),1.91694425,415.218,Kepler
Kepler-1222 b,Kepler-1222,2016,Kepler Project Candidate (q1_q16_koi),1.91694425,415.218,Kepler
Kepler-1222 b,Kepler-1222,2016,Published Confirmed,,415.218,Kepler
Kepler-1222 b,Kepler-1222,2016,Published Confirmed,1.91694425,415.218,Kepler
Kepler-1222 b,Kepler-1222,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),1.91694087,415.218,Kepler
Kepler-1222 b,Kepler-1222,2016,Published Confirmed,1.91694207,415.218,Kepler
Kepler-1222 b,Kepler-1222,2016,Kepler Project Candidate (q1_q17_dr24_koi),1.91694425,415.218,Kepler
Kepler-1222 b,Kepler-1222,2016,Kepler Project Candidate (q1_q8_koi),1.916992,415.218,Kepler
Kepler-1222 b,Kepler-1222,2016,Kepler Project Candidate (q1_q17_dr25_koi),1.91694087,415.218,Kepler
Kepler-1223 b,Kepler-1223,2016,Published Confirmed,16.30137438,459.957,Kepler
Kepler-1223 b,Kepler-1223,2016,Kepler Project Candidate (q1_q17_dr25_koi),16.3012727,459.957,Kepler
Kepler-1223 b,Kepler-1223,2016,Kepler Project Candidate (q1_q8_koi),16.30177,459.957,Kepler
Kepler-1223 b,Kepler-1223,2016,Published Confirmed,16.301259,459.957,Kepler
Kepler-1223 b,Kepler-1223,2016,Kepler Project Candidate (q1_q17_dr24_koi),16.301259,459.957,Kepler
Kepler-1223 b,Kepler-1223,2016,Kepler Project Candidate (q1_q12_koi),16.301259,459.957,Kepler
Kepler-1223 b,Kepler-1223,2016,Published Confirmed,16.30124576,459.957,Kepler
Kepler-1223 b,Kepler-1223,2016,Published Confirmed,,459.957,Kepler
Kepler-1223 b,Kepler-1223,2016,Kepler Project Candidate (q1_q16_koi),16.301259,459.957,Kepler
Kepler-1223 b,Kepler-1223,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.3012727,459.957,Kepler
Kepler-1224 b,Kepler-1224,2016,Kepler Project Candidate (q1_q16_koi),13.32351601,559.598,Kepler
Kepler-1224 b,Kepler-1224,2016,Published Confirmed,13.32351601,559.598,Kepler
Kepler-1224 b,Kepler-1224,2016,Published Confirmed,13.32358855,559.598,Kepler
Kepler-1224 b,Kepler-1224,2016,Published Confirmed,,559.598,Kepler
Kepler-1224 b,Kepler-1224,2016,Kepler Project Candidate (q1_q8_koi),13.323565,559.598,Kepler
Kepler-1224 b,Kepler-1224,2016,Kepler Project Candidate (q1_q17_dr24_koi),13.32351601,559.598,Kepler
Kepler-1224 b,Kepler-1224,2016,Kepler Project Candidate (q1_q12_koi),13.32351601,559.598,Kepler
Kepler-1224 b,Kepler-1224,2016,Kepler Project Candidate (q1_q17_dr25_koi),13.32354078,559.598,Kepler
Kepler-1224 b,Kepler-1224,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),13.32354078,559.598,Kepler
Kepler-1224 b,Kepler-1224,2016,Published Confirmed,13.32360062,559.598,Kepler
Kepler-1225 b,Kepler-1225,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),7.01074295,1347.52,Kepler
Kepler-1225 b,Kepler-1225,2016,Published Confirmed,7.01073928,1347.52,Kepler
Kepler-1225 b,Kepler-1225,2016,Published Confirmed,7.01075434,1347.52,Kepler
Kepler-1225 b,Kepler-1225,2016,Kepler Project Candidate (q1_q16_koi),7.01075434,1347.52,Kepler
Kepler-1225 b,Kepler-1225,2016,Kepler Project Candidate (q1_q8_koi),7.010723,1347.52,Kepler
Kepler-1225 b,Kepler-1225,2016,Kepler Project Candidate (q1_q12_koi),7.01075434,1347.52,Kepler
Kepler-1225 b,Kepler-1225,2016,Kepler Project Candidate (q1_q17_dr25_koi),7.01074295,1347.52,Kepler
Kepler-1225 b,Kepler-1225,2016,Kepler Project Candidate (q1_q17_dr24_koi),7.01075434,1347.52,Kepler
Kepler-1225 b,Kepler-1225,2016,Published Confirmed,,1347.52,Kepler
Kepler-1226 b,Kepler-1226,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),17.2922631,1125.72,Kepler
Kepler-1226 b,Kepler-1226,2016,Published Confirmed,,1125.72,Kepler
Kepler-1226 b,Kepler-1226,2016,Published Confirmed,17.29250624,1125.72,Kepler
Kepler-1226 b,Kepler-1226,2016,Kepler Project Candidate (q1_q12_koi),17.2923453,1125.72,Kepler
Kepler-1226 b,Kepler-1226,2016,Published Confirmed,17.2923453,1125.72,Kepler
Kepler-1226 b,Kepler-1226,2016,Kepler Project Candidate (q1_q16_koi),17.2923453,1125.72,Kepler
Kepler-1226 b,Kepler-1226,2016,Kepler Project Candidate (q1_q8_koi),17.29184,1125.72,Kepler
Kepler-1226 b,Kepler-1226,2016,Kepler Project Candidate (q1_q17_dr25_koi),17.2922631,1125.72,Kepler
Kepler-1226 b,Kepler-1226,2016,Kepler Project Candidate (q1_q17_dr24_koi),17.2923453,1125.72,Kepler
Kepler-1226 b,Kepler-1226,2016,Published Confirmed,17.2920619,1125.72,Kepler
Kepler-1227 b,Kepler-1227,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),94.289223,623.706,Kepler
Kepler-1227 b,Kepler-1227,2016,Kepler Project Candidate (q1_q17_dr24_koi),94.2887577,623.706,Kepler
Kepler-1227 b,Kepler-1227,2016,Published Confirmed,,623.706,Kepler
Kepler-1227 b,Kepler-1227,2016,Kepler Project Candidate (q1_q12_koi),94.2887577,623.706,Kepler
Kepler-1227 b,Kepler-1227,2016,Published Confirmed,94.28933423,623.706,Kepler
Kepler-1227 b,Kepler-1227,2016,Kepler Project Candidate (q1_q8_koi),94.2899,623.706,Kepler
Kepler-1227 b,Kepler-1227,2016,Published Confirmed,94.2887577,623.706,Kepler
Kepler-1227 b,Kepler-1227,2016,Kepler Project Candidate (q1_q16_koi),94.2887577,623.706,Kepler
Kepler-1227 b,Kepler-1227,2016,Kepler Project Candidate (q1_q17_dr25_koi),94.289223,623.706,Kepler
Kepler-1228 b,Kepler-1228,2016,Kepler Project Candidate (q1_q12_koi),0.57736958,515.453,Kepler
Kepler-1228 b,Kepler-1228,2016,Kepler Project Candidate (q1_q16_koi),0.57736958,515.453,Kepler
Kepler-1228 b,Kepler-1228,2016,Published Confirmed,0.57736958,515.453,Kepler
Kepler-1228 b,Kepler-1228,2016,Kepler Project Candidate (q1_q17_dr25_koi),0.57736934,515.453,Kepler
Kepler-1228 b,Kepler-1228,2016,Kepler Project Candidate (q1_q17_dr24_koi),0.57736958,515.453,Kepler
Kepler-1228 b,Kepler-1228,2016,Published Confirmed,,515.453,Kepler
Kepler-1228 b,Kepler-1228,2016,Kepler Project Candidate (q1_q8_koi),0.5773752,515.453,Kepler
Kepler-1228 b,Kepler-1228,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),0.57736934,515.453,Kepler
Kepler-1228 b,Kepler-1228,2016,Published Confirmed,0.57736917,515.453,Kepler
Kepler-1229 b,Kepler-1229,2016,Kepler Project Candidate (q1_q16_koi),86.828989,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Published Confirmed,86.82901038,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Published Confirmed,,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Kepler Project Candidate (q1_q12_koi),86.828989,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Kepler Project Candidate (q1_q17_dr25_koi),86.829519,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Published Confirmed,86.82974,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Kepler Project Candidate (q1_q8_koi),86.8299,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Published Confirmed,86.828989,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Kepler Project Candidate (q1_q17_dr24_koi),86.828989,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Published Confirmed,86.82716991,265.482,Kepler
Kepler-1229 b,Kepler-1229,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),86.829519,265.482,Kepler
Kepler-123 b,Kepler-123,2014,Published Confirmed,,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Kepler Project Candidate (q1_q12_koi),17.23231686,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Kepler Project Candidate (q1_q8_koi),17.23229,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Published Confirmed,17.232,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Kepler Project Candidate (q1_q17_dr25_koi),17.23232894,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Published Confirmed,17.23241934,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Published Confirmed,17.23233706,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Published Confirmed,17.23231686,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Published Confirmed,17.232366,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Kepler Project Candidate (q1_q17_dr24_koi),17.23231686,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Kepler Project Candidate (q1_q16_koi),17.23231686,1021.66,Kepler
Kepler-123 b,Kepler-123,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),17.23232894,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Published Confirmed,26.69527592,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Kepler Project Candidate (q1_q17_dr25_koi),26.6951944,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),26.6951944,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Published Confirmed,26.69554763,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Published Confirmed,26.696,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Published Confirmed,26.6951659,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Kepler Project Candidate (q1_q8_koi),26.69376,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Published Confirmed,26.695074,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Published Confirmed,,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Kepler Project Candidate (q1_q17_dr24_koi),26.6951659,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Kepler Project Candidate (q1_q12_koi),26.6951659,1021.66,Kepler
Kepler-123 c,Kepler-123,2014,Kepler Project Candidate (q1_q16_koi),26.6951659,1021.66,Kepler
Kepler-1230 b,Kepler-1230,2016,Kepler Project Candidate (q1_q17_dr24_koi),9.95661537,1364.22,Kepler
Kepler-1230 b,Kepler-1230,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),9.95667035,1364.22,Kepler
Kepler-1230 b,Kepler-1230,2016,Kepler Project Candidate (q1_q17_dr25_koi),9.95667035,1364.22,Kepler
Kepler-1230 b,Kepler-1230,2016,Published Confirmed,9.95679965,1364.22,Kepler
Kepler-1230 b,Kepler-1230,2016,Kepler Project Candidate (q1_q16_koi),9.95661537,1364.22,Kepler
Kepler-1230 b,Kepler-1230,2016,Published Confirmed,9.95661537,1364.22,Kepler
Kepler-1230 b,Kepler-1230,2016,Published Confirmed,,1364.22,Kepler
Kepler-1230 b,Kepler-1230,2016,Kepler Project Candidate (q1_q8_koi),9.95699,1364.22,Kepler
Kepler-1230 b,Kepler-1230,2016,Published Confirmed,9.95663424,1364.22,Kepler
Kepler-1230 b,Kepler-1230,2016,Kepler Project Candidate (q1_q12_koi),9.95661537,1364.22,Kepler
Kepler-1231 b,Kepler-1231,2016,Published Confirmed,10.41736773,987.237,Kepler
Kepler-1231 b,Kepler-1231,2016,Kepler Project Candidate (q1_q16_koi),10.41725184,987.237,Kepler
Kepler-1231 b,Kepler-1231,2016,Kepler Project Candidate (q1_q17_dr24_koi),10.41725184,987.237,Kepler
Kepler-1231 b,Kepler-1231,2016,Kepler Project Candidate (q1_q12_koi),10.41725184,987.237,Kepler
Kepler-1231 b,Kepler-1231,2016,Kepler Project Candidate (q1_q17_dr25_koi),10.41728722,987.237,Kepler
Kepler-1231 b,Kepler-1231,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),10.41728722,987.237,Kepler
Kepler-1231 b,Kepler-1231,2016,Published Confirmed,10.41725184,987.237,Kepler
Kepler-1231 b,Kepler-1231,2016,Kepler Project Candidate (q1_q8_koi),10.41729,987.237,Kepler
Kepler-1231 b,Kepler-1231,2016,Published Confirmed,,987.237,Kepler
Kepler-1232 b,Kepler-1232,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),26.7838935,632.865,Kepler
Kepler-1232 b,Kepler-1232,2016,Kepler Project Candidate (q1_q12_koi),26.7839183,632.865,Kepler
Kepler-1232 b,Kepler-1232,2016,Kepler Project Candidate (q1_q8_koi),26.78372,632.865,Kepler
Kepler-1232 b,Kepler-1232,2016,Published Confirmed,26.7839183,632.865,Kepler
Kepler-1232 b,Kepler-1232,2016,Kepler Project Candidate (q1_q16_koi),26.7839183,632.865,Kepler
Kepler-1232 b,Kepler-1232,2016,Kepler Project Candidate (q1_q17_dr25_koi),26.7838935,632.865,Kepler
Kepler-1232 b,Kepler-1232,2016,Published Confirmed,26.78347382,632.865,Kepler
Kepler-1232 b,Kepler-1232,2016,Published Confirmed,26.78397026,632.865,Kepler
Kepler-1232 b,Kepler-1232,2016,Published Confirmed,,632.865,Kepler
Kepler-1232 b,Kepler-1232,2016,Kepler Project Candidate (q1_q17_dr24_koi),26.7839183,632.865,Kepler
Kepler-1233 b,Kepler-1233,2016,Kepler Project Candidate (q1_q16_koi),45.1263042,1178.7,Kepler
Kepler-1233 b,Kepler-1233,2016,Published Confirmed,45.12575657,1178.7,Kepler
Kepler-1233 b,Kepler-1233,2016,Published Confirmed,45.1263042,1178.7,Kepler
Kepler-1233 b,Kepler-1233,2016,Kepler Project Candidate (q1_q17_dr24_koi),45.1263042,1178.7,Kepler
Kepler-1233 b,Kepler-1233,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),45.126216,1178.7,Kepler
Kepler-1233 b,Kepler-1233,2016,Published Confirmed,,1178.7,Kepler
Kepler-1233 b,Kepler-1233,2016,Kepler Project Candidate (q1_q12_koi),45.1263042,1178.7,Kepler
Kepler-1233 b,Kepler-1233,2016,Published Confirmed,45.12638103,1178.7,Kepler
Kepler-1233 b,Kepler-1233,2016,Kepler Project Candidate (q1_q17_dr25_koi),45.126216,1178.7,Kepler
Kepler-1233 b,Kepler-1233,2016,Kepler Project Candidate (q1_q8_koi),45.1257,1178.7,Kepler
Kepler-1234 b,Kepler-1234,2016,Published Confirmed,11.94011823,916.749,Kepler
Kepler-1234 b,Kepler-1234,2016,Kepler Project Candidate (q1_q12_koi),11.94014029,916.749,Kepler
Kepler-1234 b,Kepler-1234,2016,Kepler Project Candidate (q1_q17_dr25_koi),11.94019101,916.749,Kepler
Kepler-1234 b,Kepler-1234,2016,Published Confirmed,11.94014029,916.749,Kepler
Kepler-1234 b,Kepler-1234,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),11.94019101,916.749,Kepler
Kepler-1234 b,Kepler-1234,2016,Kepler Project Candidate (q1_q8_koi),11.93999,916.749,Kepler
Kepler-1234 b,Kepler-1234,2016,Kepler Project Candidate (q1_q16_koi),11.94014029,916.749,Kepler
Kepler-1234 b,Kepler-1234,2016,Kepler Project Candidate (q1_q17_dr24_koi),11.94014029,916.749,Kepler
Kepler-1234 b,Kepler-1234,2016,Published Confirmed,,916.749,Kepler
Kepler-1235 b,Kepler-1235,2016,Kepler Project Candidate (q1_q8_koi),4.160693,540.604,Kepler
Kepler-1235 b,Kepler-1235,2016,Published Confirmed,4.16055856,540.604,Kepler
Kepler-1235 b,Kepler-1235,2016,Kepler Project Candidate (q1_q17_dr25_koi),4.16056658,540.604,Kepler
Kepler-1235 b,Kepler-1235,2016,Published Confirmed,4.16055,540.604,Kepler
Kepler-1235 b,Kepler-1235,2016,Kepler Project Candidate (q1_q12_koi),4.16055856,540.604,Kepler
Kepler-1235 b,Kepler-1235,2016,Kepler Project Candidate (q1_q16_koi),4.16055856,540.604,Kepler
Kepler-1235 b,Kepler-1235,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.16056658,540.604,Kepler
Kepler-1235 b,Kepler-1235,2016,Published Confirmed,,540.604,Kepler
